OBJECTID,AGENCYNAME,SOURCE,AGENCYUNIQUEID,LASTMODIFIEDDATE,MODIFIEDBY,SOURCECOMMENTS,Date_Data_Applies_To,GlobalID
1833,Capps Crossing Campground,CDPH,476,2011-10-05T13:53:20.000Z,source,,2011-10-05T13:53:20.000Z,{188CE89E-A4C3-401E-A6DB-8E0A78AC2875}
1834,CR Briggs Corporation,CDPH,646,2012-12-03T13:52:37.000Z,source,,2012-12-03T13:52:37.000Z,{BE770ECF-8A58-46F4-95E4-F159A4675996}
1835,Hungry Gulch Water System,CDPH,1212,2011-08-02T16:04:58.000Z,source,,2011-08-02T16:04:58.000Z,{2ACCFACC-CFE4-4F4C-AB24-7A1F9F6C96A2}
1836,High Sierra Water Company,CDPH,1176,2012-12-04T14:59:04.000Z,source,,2012-12-04T14:59:04.000Z,{3F08A862-8F42-492B-81D2-D8CBD2CE7562}
1837,Sysco Food Services Of Sacramento,CDPH,2440,2012-03-07T10:51:25.000Z,source,,2012-03-07T10:51:25.000Z,{65ED43B3-BA6D-4337-822B-68A9DD603C8A}
1838,Mountain View Trailer Court,CDPH,1676,2012-12-05T15:50:42.000Z,source,,2012-12-05T15:50:42.000Z,{8F226E13-CA58-453D-A732-AC7165CAB0AE}
1839,Merced County  Corrections Department  Sandy Mush Detention Center,CDPH,1590,2011-09-16T14:23:49.000Z,source,,2011-09-16T14:23:49.000Z,{7787A3E6-8DFA-4B09-AD14-1160F6EEF2D0}
1840,Foothill Mobile Home Park,CDPH,908,2011-09-27T15:21:56.000Z,source,,2011-09-27T15:21:56.000Z,{2637D2A7-826A-452C-A74E-92DB7EFE892D}
1841,US Forest Service - Redwood National  Park - Lagoon Creek,CDPH,2571,2011-09-30T14:58:34.000Z,source,,2011-09-30T14:58:34.000Z,{4AD70ABC-5C4A-4B87-A34D-7A3B954CDD67}
1842,Soults Mutual Water Company,CDPH,2332,2012-08-22T15:38:17.000Z,source,,2012-08-22T15:38:17.000Z,{22B6B8BC-31A2-49D8-BA7A-4BF90022FE8E}
1843,Bradley Union School Water System,CDPH,259,2011-09-04T11:50:30.000Z,source,,2011-09-04T11:50:30.000Z,{B297F183-7C34-441E-84A0-DE400FCF4C2D}
1844,Camp Fresno Water System,CDPH,452,2011-10-12T11:51:39.000Z,source,,2011-10-12T11:51:39.000Z,{6EE41FA6-E791-40FD-B81F-C1C8F0CD11A8}
1845,Bayview Campground,CDPH,145,2011-10-03T17:10:21.000Z,source,,2011-10-03T17:10:21.000Z,{5CFE823C-749C-4C44-BCB8-1E86F0521F88}
1848,Golden State Water Company - Desert View,CDPH,1039,2012-04-17T11:03:32.000Z,source,,2012-04-17T11:03:32.000Z,{7AB9DADE-A6A8-4F84-B4C4-B6199CDCAD80}
1849,Norfield Industries,CDPH,1735,2011-09-07T11:19:34.000Z,source,,2011-09-07T11:19:34.000Z,{AA04E889-9678-4E49-B880-738BF3C51BD1}
1850,CALTRANS Erreca Rest Area,CDPH,437,2012-02-22T07:33:05.000Z,source,,2012-02-22T07:33:05.000Z,{EDA4893B-CB9C-41ED-BC1A-73C59175AE5F}
1851,Fresno County Waterworks District No 42 Alluvial & Fancher,CDPH,958,2010-10-08T17:09:26.000Z,source,,2010-10-08T17:09:26.000Z,{95F5CA0B-4C90-4D71-9EDF-0383F8EF176F}
1852,Golden State Water Company - Morongo Del Sur,CDPH,1047,2012-03-13T08:42:55.000Z,source,,2012-03-13T08:42:55.000Z,{DF35967D-376C-4CA3-A762-EDC2360E38BC}
1853,Redwood Park Community Services District,CDPH,2039,2012-04-18T14:42:06.000Z,source,,2012-04-18T14:42:06.000Z,{C6D1E874-5923-4D4C-B48C-585997C4EED1}
1854,Country Leisure Mobile Estates,CDPH,632,2011-10-28T15:12:50.000Z,source,,2011-10-28T15:12:50.000Z,{8EB7CCFC-9796-4A98-8450-F9970BC138AA}
1855,Klamath River RV Park,CDPH,1313,2011-09-29T15:43:31.000Z,source,,2011-09-29T15:43:31.000Z,{4F1F50B7-FBE0-4E0E-8C7F-22C43DE18109}
1856,Gray's Mart & Gas (Health),CDPH,1082,2011-09-30T15:46:53.000Z,source,,2011-09-30T15:46:53.000Z,{6E0B9E17-6E21-4242-9FFD-65602BFF2E23}
1857,Central High School West,CDPH,517,2011-10-13T15:18:28.000Z,source,,2011-10-13T15:18:28.000Z,{2307ADD8-B348-4518-A9F6-863E06BE33EE}
1858,Stockton Silver Lake Family Camp,CDPH,2383,2011-07-22T11:11:33.000Z,source,,2011-07-22T11:11:33.000Z,{4E052551-6C73-4A47-A6E2-145590A56854}
1859,Young Nak Church Of Los Angeles,CDPH,2785,2013-06-06T09:57:33.000Z,source,,2013-06-06T09:57:33.000Z,{6468F98D-1C08-457A-A416-6EE322A609E4}
1860,Fresno County Service Area No 10a Mansionette Estates,CDPH,940,2012-08-22T19:22:54.000Z,source,,2012-08-22T19:22:54.000Z,{060713BD-804D-4A22-A68F-172B00BF17CF}
1861,Walnut Cove Mobile Estates,CDPH,2659,2017-02-23T07:34:20.000Z,JSBROWN,CDPH Service Area Boundary dataset,2012-01-03T15:03:23.000Z,{622BE18E-1B4B-446B-901C-19E23F98C0B2}
1862,Monterey Mushrooms,CDPH,1649,2011-09-04T11:51:06.000Z,source,,2011-09-04T11:51:06.000Z,{4BBBB100-6FC8-4843-AF03-713B1ECF7F13}
1863,Vierra Canyon Water System No 29,CDPH,2637,2011-09-04T11:51:07.000Z,source,,2011-09-04T11:51:07.000Z,{71CE3FE7-3AB8-4453-A5D8-A7CBF59DCC3E}
1864,Bella Vista Mobile Lodge,CDPH,165,2011-09-26T11:42:56.000Z,source,,2011-09-26T11:42:56.000Z,{84A9B793-750F-4BAB-8200-383E6A03A82B}
1865,CALFIRE Owens Valley Conservation Corp,CDPH,355,2012-04-02T18:40:46.000Z,source,,2012-04-02T18:40:46.000Z,{2DFA1639-DAB0-4732-A774-5462252C4EAA}
1866,Garden Court Water System No 01,CDPH,975,2011-09-04T11:51:41.000Z,source,,2011-09-04T11:51:41.000Z,{6502E4B1-A1E0-4BBE-A70C-CC64B1846F2C}
1867,Sand Flat Campground,CDPH,2200,2011-10-05T14:46:54.000Z,source,,2011-10-05T14:46:54.000Z,{CE6FF8EF-E9DE-470A-95A3-124A47DCA8A3}
1868,Smuckers Quality Beverages,CDPH,2321,2011-09-06T15:58:48.000Z,source,,2011-09-06T15:58:48.000Z,{3004F606-C258-41A0-95B4-F4A77DEA55C0}
1869,Las Cruces State Park,CDPH,1380,2013-02-22T09:04:59.000Z,source,,2013-02-22T09:04:59.000Z,{BD30F3D0-548C-4BDE-8238-405BE8A5E1C1}
1870,US Forest Service - Mid Hills Campground,CDPH,2568,2013-03-20T12:04:04.000Z,source,,2013-03-20T12:04:04.000Z,{4F0BF53C-831E-41CB-AAF2-B47D103893CB}
1871,Golden State Vintners  Fresno County,CDPH,1023,2011-10-18T15:48:24.000Z,source,,2011-10-18T15:48:24.000Z,{42CC2D35-C56D-4638-BBF4-FEF919F21F47}
1872,Rau Dairy,CDPH,2015,2011-07-07T14:28:44.000Z,source,,2011-07-07T14:28:44.000Z,{26F7950A-335E-4108-B483-AA2B3785CA99}
1874,Shadow Acres Mutual Water Company,CDPH,2253,2010-10-08T17:09:26.000Z,source,,2010-10-08T17:09:26.000Z,{628246D9-1978-4884-B7EA-AB0BA2A9E2F0}
1875,Zonneveld Dairy,CDPH,2797,2011-07-06T14:28:54.000Z,source,,2011-07-06T14:28:54.000Z,{D47A4479-FA82-4C5D-844D-78F65C42B8EF}
1876,Alta Elementary School,CDPH,46,2011-10-12T16:36:44.000Z,source,,2011-10-12T16:36:44.000Z,{C8BFA1E1-F05F-4BE1-8A8A-9556A476437A}
1877,Countryside Mobile Home Estates - Adult P,CDPH,641,2011-06-27T10:46:58.000Z,source,,2011-06-27T10:46:58.000Z,{64F79168-11EF-440B-8256-FD7123A67A35}
1878,De Rancho Y Mobile Villa Water,CDPH,682,2011-12-05T14:33:19.000Z,source,,2011-12-05T14:33:19.000Z,{A4177526-E393-40A0-850E-18A78F6F8857}
1880,Brookside Mobile Home Park,CDPH,275,2012-11-14T11:11:13.000Z,source,,2012-11-14T11:11:13.000Z,{028A1085-6966-4427-9F1A-4B86BA8AFDEB}
1881,California Water Service Company - Lakeland,CDPH,400,2012-01-27T14:40:04.000Z,source,,2012-01-27T14:40:04.000Z,{14B234AA-0CC6-492A-BC35-EE7DA540E0EC}
1882,Naumes Well No 9,CDPH,1713,2010-10-08T17:09:26.000Z,source,,2010-10-08T17:09:26.000Z,{D089B49A-3A08-4C0C-996E-3547C56F0DA0}
1883,Randall - Bold Water Treatment Plant,CDPH,2014,2011-09-28T16:45:24.000Z,source,,2011-09-28T16:45:24.000Z,{BB59D078-4C4F-472B-8C17-9DB663BF5C1C}
1884,Sonoma County Service Area 41 - Freestone,CDPH,2327,2012-11-08T18:43:02.000Z,source,,2012-11-08T18:43:02.000Z,{53B3D4F0-4BF5-40D0-85E2-88FDE8656541}
1885,Lonoak Road Water System,CDPH,1467,2011-09-04T11:51:38.000Z,source,,2011-09-04T11:51:38.000Z,{1EE98B82-006F-44CF-B2B8-557A874A54D6}
1886,Kings River Estates,CDPH,1302,2012-08-22T15:38:11.000Z,source,,2012-08-22T15:38:11.000Z,{62E115C5-A350-4784-B170-D66DD2D9ACE7}
1887,Southern California Edison Camp Edison - Shaver,CDPH,2352,2011-10-17T11:41:32.000Z,source,,2011-10-17T11:41:32.000Z,{C661E3C1-6D4C-4F2A-B559-E2D7D292A509}
1888,Poplar Avenue Community,CDPH,1951,2011-12-14T11:42:27.000Z,source,,2011-12-14T11:42:27.000Z,{2DB1A760-87BA-462B-B44B-F3BC3CEEE67C}
1889,Lone Tree Medical & Dental,CDPH,1463,2011-09-23T15:10:45.000Z,source,,2011-09-23T15:10:45.000Z,{90302CC7-7B05-4915-B003-44F9069D972C}
1890,Mettler County Water District,CDPH,1600,2011-12-05T15:38:49.000Z,source,,2011-12-05T15:38:49.000Z,{3A14B4D0-F526-4110-A7E2-BEAE8D305398}
1891,Santa Rosa  City Of,CDPH,2224,2015-09-11T13:38:22.000Z,WARNOLD,,2012-03-05T14:05:42.000Z,{671A7112-8E2A-4173-B684-772539F6665D}
1892,City of Crescent City,CDPH,649,2017-03-07T13:37:08.000Z,JSBROWN,CDPH Service Area Boundary dataset,2010-10-08T17:09:26.000Z,{B2631CE4-9689-4B95-A9C7-4A5B868EA2EC}
1893,Chiquita Homeowners Association,CDPH,548,2011-10-03T14:00:56.000Z,source,,2011-10-03T14:00:56.000Z,{9C76C97A-180C-4B83-BE9B-A9D482AF9AB2}
1894,US Bureau Of Land Management  Tuttle Creek Campground,CDPH,2553,2013-09-04T15:49:29.000Z,source,,2013-09-04T15:49:29.000Z,{A9A3715C-9146-4BDA-9DFC-96F8B732F118}
1895,Calaveras County Airport,CDPH,350,2011-09-13T10:44:03.000Z,source,,2011-09-13T10:44:03.000Z,{660BB299-86F0-45FF-8068-32B73EB1C3E6}
1896,Cloverdale Mutual Water Company,CDPH,573,2013-06-14T07:59:20.000Z,source,,2013-06-14T07:59:20.000Z,{5928E557-393F-4B68-AD79-B1EFB673E699}
1897,Bautista CC No 36 @,CDPH,143,2013-06-03T16:26:49.000Z,source,,2013-06-03T16:26:49.000Z,{121B9E5A-F7D3-4093-972C-B412708D07DD}
1898,Village Mobile Home Park (The),CDPH,2645,2011-08-18T17:21:39.000Z,source,,2011-08-18T17:21:39.000Z,{C7C2B5F3-FD96-40D5-B259-A0820549D7CD}
1899,A & A Lake Tahoe Inn,CDPH,5,2011-10-04T14:32:44.000Z,source,,2011-10-04T14:32:44.000Z,{18E78E7E-FDAA-4AE2-AC7D-F43ECC156C1F}
1900,CA Parks And Recreation Department - Tule Elk,CDPH,339,2012-03-21T15:31:55.000Z,source,,2012-03-21T15:31:55.000Z,{14693D88-CFB4-490A-998F-C5921DD6DDDC}
1902,Desert View Trailer Park,CDPH,726,2011-08-31T11:46:42.000Z,source,,2011-08-31T11:46:42.000Z,{01C730BE-08FB-4FAD-932D-C8A584505154}
1903,River's End Marina,CDPH,2082,2011-07-19T11:18:38.000Z,source,,2011-07-19T11:18:38.000Z,{FEB44885-22A9-4935-9F87-C0D15CFC0A78}
1904,Keough's Hot Springs,CDPH,1285,2012-11-19T11:41:44.000Z,source,,2012-11-19T11:41:44.000Z,{F5EE142F-7157-40B0-A005-BE9B5007BE56}
1905,Frontier Trail Homeowners Association,CDPH,965,2013-02-11T10:51:52.000Z,source,,2013-02-11T10:51:52.000Z,{28CB49FA-3203-4B08-940D-CE95EA8E5310}
1906,Ripplewood Resort Water System,CDPH,2066,2011-09-04T11:50:34.000Z,source,,2011-09-04T11:50:34.000Z,{3AE92CDB-5C47-4A25-9F5C-39123373AB03}
1907,Shady Oaks Mobile Home Park,CDPH,2257,2011-08-26T14:43:55.000Z,source,,2011-08-26T14:43:55.000Z,{C69906CC-ED23-410B-97B6-27D1EA46996E}
1908,CA Parks and Recreation Department - Providence Mountains,CDPH,336,2012-03-21T15:46:33.000Z,source,,2012-03-21T15:46:33.000Z,{3020B898-FEA9-46F3-9D0F-252795B1B336}
1909,Lawson's Landing,CDPH,1398,2013-08-30T16:38:40.000Z,source,,2013-08-30T16:38:40.000Z,{0F1B149A-C272-4F2F-8D21-3EC38EFDFC77}
1910,Oaks Mobile Home Park (The),CDPH,1771,2015-09-23T13:14:00.000Z,JCOMMON,,2012-11-09T16:59:39.000Z,{7E9A6AC6-3B0F-4810-9476-71A35CA6EABD}
1912,Camp Nelson Water Company,CDPH,456,2012-08-22T15:38:27.000Z,source,,2012-08-22T15:38:27.000Z,{683EFD68-BB3F-455A-9174-9898B5FD1A9B}
1913,Driftwood Mobile Home Park,CDPH,752,2011-10-14T16:14:13.000Z,source,,2011-10-14T16:14:13.000Z,{7A9FFC3C-F301-4E80-A672-F0779ED8A4AF}
1914,El Dorado Mobile Home Park,CDPH,817,2015-11-19T14:57:15.000Z,WARNOLD,,2011-08-09T15:03:00.000Z,{3B6C2E8D-6657-433D-AE48-C880699217E2}
1917,V.R.'s Trailer Park,CDPH,2596,2011-12-09T15:56:59.000Z,source,,2011-12-09T15:56:59.000Z,{429BCDBC-0526-4C2B-BA91-2A83758F7139}
1918,Forest Ranch School,CDPH,912,2011-07-28T10:06:16.000Z,source,,2011-07-28T10:06:16.000Z,{31C3207D-FE6D-41AB-9CD4-A95BAAB1433B}
1919,California Water Service Company - Oak Ranch,CDPH,410,2012-08-22T15:38:29.000Z,source,,2012-08-22T15:38:29.000Z,{EF757C9E-5D49-4A1E-9A7B-69CD184EA3A8}
1920,Wine Country Apartments,CDPH,2753,2011-09-23T18:02:29.000Z,source,,2011-09-23T18:02:29.000Z,{07815B23-85F1-4C36-8EDA-2496E9D3085E}
1921,Carmel By The River RV Park Water System,CDPH,479,2011-09-04T11:50:47.000Z,source,,2011-09-04T11:50:47.000Z,{B05AB58D-3B20-48EA-AD78-DA974EA6991A}
1922,California Water Service Company - San Mateo,CDPH,420,2015-10-02T13:50:07.000Z,WARNOLD,Georeferenced San Mateo 2010 General Plan LAFCo & NAIP 2012 Aerial,2012-01-27T14:54:45.000Z,{D9927570-4BBE-4689-ACC3-9005BC394AB6}
1923,Farm Mutual Water Company,CDPH,877,2012-06-21T09:44:03.000Z,source,,2012-06-21T09:44:03.000Z,{4BD46F3D-E7BD-4B0E-8630-CE57C331391D}
1924,Alder Springs,CDPH,27,2011-10-06T14:58:34.000Z,source,,2011-10-06T14:58:34.000Z,{FDC488D5-E18E-4754-9C74-CD43A7ADE086}
1926,Thunderbird Community Water District,CDPH,2474,2012-03-29T13:05:32.000Z,source,,2012-03-29T13:05:32.000Z,{410875EA-5899-4141-BFC5-E31D1444C70B}
1927,Crestline Village Water District,CDPH,654,2013-09-13T11:35:21.000Z,source,,2013-09-13T11:35:21.000Z,{1BD61975-1A1E-428E-98B9-41C6513D1BA6}
1928,Simplot Company,CDPH,2307,2011-10-12T14:35:15.000Z,source,,2011-10-12T14:35:15.000Z,{F3490522-CDD3-4610-B52F-F0525B37A057}
1929,Nord Road Water Association,CDPH,1734,2011-08-05T17:00:09.000Z,source,,2011-08-05T17:00:09.000Z,{AF7123DC-35F0-4AF1-A418-86308A0E7BDD}
1930,Boulder Creek Trailer Park,CDPH,252,2012-10-31T12:51:20.000Z,source,,2012-10-31T12:51:20.000Z,{9E1FCC2D-3E16-4E53-86F7-0B461D85E722}
1931,Grimmway Enterprises - Malaga Water System,CDPH,1102,2013-05-24T12:09:02.000Z,source,,2013-05-24T12:09:02.000Z,{1D6E2E8E-8525-4DE1-BE7B-4692B894B006}
1932,California American Water Company - Lincoln Oaks,CDPH,367,2010-10-08T17:09:26.000Z,source,,2010-10-08T17:09:26.000Z,{01920F4B-E4FF-4E5B-9EC6-56E6CAA83766}
1933,Ceres West Mobile Home Park,CDPH,523,2011-09-26T16:58:43.000Z,source,,2011-09-26T16:58:43.000Z,{7008513E-83F0-423E-9E4B-58F1F49B0C60}
1934,California Water Service Company - Lower Bodfish Water System,CDPH,404,2012-02-07T10:32:13.000Z,source,,2012-02-07T10:32:13.000Z,{7D9AC6F6-A330-4C2C-9FC4-5D2BEB439A1F}
1935,Prunetree Shopping Center Water System,CDPH,1978,2011-09-04T11:51:28.000Z,source,,2011-09-04T11:51:28.000Z,{0DB8B30C-5743-4F41-89EA-89C9E4C3580C}
1936,Grace Fellowship Church,CDPH,1073,2011-07-25T14:41:14.000Z,source,,2011-07-25T14:41:14.000Z,{91EE1170-166D-44F9-B548-1F532863BCC1}
1937,Golden State Water Company - Bay Point,CDPH,1031,2012-04-17T10:56:53.000Z,source,,2012-04-17T10:56:53.000Z,{B39C892F-E5BC-4787-85BF-101BA93BC461}
1938,US Navy  El Centro Naval Air Station,CDPH,2583,2012-03-12T13:54:37.000Z,source,,2012-03-12T13:54:37.000Z,{6AC86194-2B7A-4876-A780-596E24989D75}
1939,Riverdale Village,CDPH,2078,2011-12-07T17:33:13.000Z,source,,2011-12-07T17:33:13.000Z,{BDC387F5-C9AD-4AE8-8697-0ADD95DB277F}
1940,Starlite Community Service District,CDPH,2373,2012-11-27T16:49:10.000Z,source,,2012-11-27T16:49:10.000Z,{8051036D-8BED-47C8-8EB8-3AF129EA2714}
1941,Soledad  City Of,CDPH,2323,2012-11-13T17:24:47.000Z,source,,2012-11-13T17:24:47.000Z,{1B86F08E-C9BF-4414-A301-32BBF9F51A6E}
1942,Golden State Water Company - Lucerne,CDPH,1045,2012-03-14T11:39:01.000Z,source,,2012-03-14T11:39:01.000Z,{25B2A753-7686-4E12-A358-F6A3F016D73C}
1945,California State Fair,CDPH,382,2012-04-16T16:51:45.000Z,source,,2012-04-16T16:51:45.000Z,{BBD2A41F-D166-40FD-9C2A-0EB615CCF852}
1946,Signal Hill  City Of,CDPH,2298,2010-10-08T17:09:26.000Z,source,,2010-10-08T17:09:26.000Z,{C6E5B478-3959-4121-B280-42EDC1D0A5AD}
1948,Bluffs Water System,CDPH,240,2011-09-04T11:50:57.000Z,source,,2011-09-04T11:50:57.000Z,{6C1AC0D0-7B37-4B86-93A5-9BE2D7B6D1CD}
1949,Madison Elementary School,CDPH,1519,2011-10-10T14:02:17.000Z,source,,2011-10-10T14:02:17.000Z,{830D269D-A731-437D-80D8-87DB79F52F4D}
1950,Musick Meadows No 01,CDPH,1693,2012-08-22T19:22:48.000Z,source,,2012-08-22T19:22:48.000Z,{4D9430D4-CCD3-4C05-8212-96AE972CB63B}
1952,China Flat Campground,CDPH,544,2011-10-05T13:55:52.000Z,source,,2011-10-05T13:55:52.000Z,{7FB44D25-C9A5-42AF-AF20-FF99CF6BE411}
1953,Anglers Subdivision 4,CDPH,76,2011-06-27T15:26:05.000Z,source,,2011-06-27T15:26:05.000Z,{5D9DB74B-8825-4B49-A265-35C1D6D33590}
1954,Golden State Water Company - Hollydale,CDPH,1042,2012-04-17T11:10:33.000Z,source,,2012-04-17T11:10:33.000Z,{80D8B5A5-0846-4A9E-B00F-BE40A46C8B16}
1955,Batth Dehydrator,CDPH,141,2011-10-24T16:37:54.000Z,source,,2011-10-24T16:37:54.000Z,{E708CA16-6BD2-4BFA-8034-FD7A398295D9}
1956,Glenn Avenue Water System No 01,CDPH,1008,2011-09-04T11:50:05.000Z,source,,2011-09-04T11:50:05.000Z,{80EEE9F2-DB86-4CCC-BA90-CCAA9EFD1679}
1957,California Water Service Company - Marysville,CDPH,405,2010-10-08T17:09:26.000Z,source,,2010-10-08T17:09:26.000Z,{E0B920C0-2506-433F-93F8-679D8DE27A19}
1958,Shasta County County Service Area No 3 Castella,CDPH,2269,2010-10-08T17:09:26.000Z,source,,2010-10-08T17:09:26.000Z,{6EC96AF1-95C0-405B-97CC-DDAABDEFA4B7}
1959,Camp Lodestar,CDPH,453,2011-09-08T14:58:52.000Z,source,,2011-09-08T14:58:52.000Z,{E4AF1FAC-CA1F-4FF7-9130-B9F137F98B94}
1960,Country Villa Apartments,CDPH,638,2011-09-27T14:19:09.000Z,source,,2011-09-27T14:19:09.000Z,{A093FD30-9E86-4772-BF27-B335205D54B4}
1961,Lone Pine Campground,CDPH,1461,2012-12-07T12:40:03.000Z,source,,2012-12-07T12:40:03.000Z,{1274BE40-EA5A-4A4B-8D62-681B8DBEDAEF}
1962,Madera County Maintenance District No 42 - Still Meadow,CDPH,1528,2012-02-17T18:30:42.000Z,source,,2012-02-17T18:30:42.000Z,{F2C02BF9-CAC7-4E98-A12C-7B9A6E53895B}
1963,Camp Meeker Water System,CDPH,454,2013-02-06T15:23:07.000Z,source,,2013-02-06T15:23:07.000Z,{6C4932D6-4A75-497E-A49C-DC7E32EF6AA1}
1964,Barrett's Place,CDPH,136,2015-08-24T09:32:49.000Z,JCOMMON,,2011-07-22T16:21:17.000Z,{814E28EE-0C48-4A41-91E3-39BD59E51850}
1965,Diamond Valley School,CDPH,732,2011-07-19T16:40:43.000Z,source,,2011-07-19T16:40:43.000Z,{4E97C5C5-35BD-4CC8-92D1-635BAAD6DFED}
1966,Las Flores Water Company,CDPH,1382,2010-10-08T17:09:26.000Z,source,,2010-10-08T17:09:26.000Z,{A2D66BA1-D438-4557-9318-C1C295098385}
1967,Santa Ana River Water Company,CDPH,2208,2013-02-05T15:09:09.000Z,source,,2013-02-05T15:09:09.000Z,{32F6AE8D-A88A-4197-9983-1F1B190A5531}
1968,Green Valley Floral Water System,CDPH,1091,2011-09-04T11:50:37.000Z,source,,2011-09-04T11:50:37.000Z,{1CFBB131-3D98-4131-ABFE-353906F6D72C}
1970,Tierra Vista Mutual Water Company,CDPH,2479,2011-09-04T11:51:11.000Z,source,,2011-09-04T11:51:11.000Z,{2A588600-69D7-47EE-91DF-2769BF11E1EC}
1971,Forest Village,CDPH,914,2011-07-27T10:08:21.000Z,source,,2011-07-27T10:08:21.000Z,{AF38EFC0-C09E-48FE-8EFF-0F438054F231}
1972,Musick Creek Inn,CDPH,1692,2011-10-17T14:03:13.000Z,source,,2011-10-17T14:03:13.000Z,{D4EF9480-0AE4-4835-9FDF-2C6369379DB9}
1973,Clay Joint Elementary School,CDPH,564,2011-10-17T16:05:01.000Z,source,,2011-10-17T16:05:01.000Z,{41932672-3F25-4AFF-AF12-629CD9F41445}
1974,West Lane Mobile Home Park,CDPH,2680,2011-09-23T18:04:48.000Z,source,,2011-09-23T18:04:48.000Z,{7E5306EA-CFDC-44A9-BB8D-009F3D6043FA}
1975,Indian Grinding Rock - Calaveras District,CDPH,1231,2011-07-25T16:49:39.000Z,source,,2011-07-25T16:49:39.000Z,{42F3353F-88FF-44AE-B91A-B0EAAC068E20}
1976,Pesante Road Water System No 02,CDPH,1890,2011-09-04T11:50:15.000Z,source,,2011-09-04T11:50:15.000Z,{8AED0036-A48D-48DE-9635-66551124DB93}
1977,Agriland Farming Company,CDPH,17,2011-10-25T14:29:07.000Z,source,,2011-10-25T14:29:07.000Z,{BEC6C2F8-E218-4F13-834C-1E78CD2AF67A}
1978,Mariner Cove Marina,CDPH,1550,2011-09-22T13:39:32.000Z,source,,2011-09-22T13:39:32.000Z,{DA63AD32-3DBF-40D4-985A-F57D2883925D}
1979,Landale Mutual Water Company,CDPH,1376,2010-10-08T17:09:26.000Z,source,,2010-10-08T17:09:26.000Z,{EA137B6F-4879-457C-BC87-BFDC86F6E047}
1980,Sierra Mutual Water Company,CDPH,2292,2012-08-22T15:38:22.000Z,source,,2012-08-22T15:38:22.000Z,{F3B6E9D7-8340-4283-A6ED-EB498A488D80}
1981,Strawberry Campground,CDPH,2392,2011-09-06T11:49:46.000Z,source,,2011-09-06T11:49:46.000Z,{43D8944D-56CA-476E-9402-00E200EC46B3}
1982,Bethel Market,CDPH,189,2011-09-22T16:48:29.000Z,source,,2011-09-22T16:48:29.000Z,{B595FF99-5BFD-4276-8B03-4E0B5957F8C9}
1983,Deer Ridge Inn,CDPH,686,2011-07-22T16:18:42.000Z,source,,2011-07-22T16:18:42.000Z,{407BAA91-649A-4C61-9704-5CAAF8D1BBD0}
1984,Johnstonville Elementary School,CDPH,1268,2012-08-28T14:26:41.000Z,source,,2012-08-28T14:26:41.000Z,{029D67CC-A200-4A55-B7B0-F79299AEFA47}
1985,Mountain View Mobile Estates,CDPH,1673,2011-09-26T16:53:19.000Z,source,,2011-09-26T16:53:19.000Z,{C844A4F2-F240-4F2A-846D-7984E55E60CE}
1987,Toyon Middle School,CDPH,2489,2011-09-12T15:52:03.000Z,source,,2011-09-12T15:52:03.000Z,{4C2C081B-09E4-4112-8851-5D25F64AB2A0}
1988,Alpine County Social Services Building,CDPH,42,2011-07-21T11:38:15.000Z,source,,2011-07-21T11:38:15.000Z,{DE23DDFB-24B9-447D-BB7D-1C79974CD7DB}
1990,South Echo Summit Tract Civic,CDPH,2336,2011-10-05T11:55:19.000Z,source,,2011-10-05T11:55:19.000Z,{799976A9-4EC9-41B9-98EE-EAE422F3C924}
1991,Greenfield  City Of,CDPH,1093,2012-11-14T15:15:21.000Z,source,,2012-11-14T15:15:21.000Z,{5A5A8A2E-CCCA-4DEC-B9C6-228CD10E5858}
1993,Paradise Road Water System No 21,CDPH,1864,2011-09-04T11:50:53.000Z,source,,2011-09-04T11:50:53.000Z,{1B364945-3CFF-4F70-B9F9-5AE224C91318}
1995,Nepenthe Water System,CDPH,1717,2011-09-04T11:50:45.000Z,source,,2011-09-04T11:50:45.000Z,{8439950B-34F5-402E-80A8-BA7C43260CD9}
1996,Majestic Pines Community Service District,CDPH,1529,2013-08-02T16:52:39.000Z,source,,2013-08-02T16:52:39.000Z,{6E5E5ABC-95B2-4CFE-B57C-A35062A6A51D}
1997,Big Meadows Campground,CDPH,206,2015-09-25T11:41:17.000Z,JCOMMON,,2011-09-09T09:40:06.000Z,{AE78C747-4DD6-4C39-AE67-00C663F8ADE1}
1998,Brock Mutual Water Company,CDPH,273,2011-07-29T15:46:29.000Z,source,,2011-07-29T15:46:29.000Z,{83D065B6-B3A1-4587-8284-63ACD978EC82}
2000,Cedar Valley Mutual Water Company,CDPH,503,2011-06-27T10:33:14.000Z,source,,2011-06-27T10:33:14.000Z,{8CDCEA7A-BBD5-4EC6-A7C4-5AD5DEE6AC3F}
2001,Linda Vista Farms,CDPH,1429,2011-07-06T14:34:53.000Z,source,,2011-07-06T14:34:53.000Z,{7D97356C-5E17-41AD-8252-1AC189B4BF0F}
2002,Concord Mt Diablo Trailride Association,CDPH,609,2011-09-26T17:19:31.000Z,source,,2011-09-26T17:19:31.000Z,{7F2AB626-E93E-4649-B4BA-AD922427C5BE}
2003,Murphy Hill Water System No 01,CDPH,1686,2011-09-04T11:50:12.000Z,source,,2011-09-04T11:50:12.000Z,{C9EC07DE-9644-472E-B385-B01132D49CC5}
